city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
Capixaba,1200179,2021-09-26,202139,12008,11733,False,False,675,5621.2525,2021-09-26,0.0252,17,507,city,AC,0,0
Cruzeiro do Sul,1200203,2021-09-26,202139,89072,88376,False,False,7900,8869.22939,2021-09-26,0.0211,167,532,city,AC,0,0
Epitaciolândia,1200252,2021-09-26,202139,18696,18411,False,False,1582,8461.70304,2021-09-26,0.0228,36,508,city,AC,0,0
Feijó,1200302,2021-09-26,202139,34884,34780,False,False,3338,9568.85678,2021-09-26,0.0189,63,513,city,AC,0,0
Jordão,1200328,2021-09-26,202139,8473,8317,False,False,706,8332.34982,2021-09-26,0.0028,2,497,city,AC,0,0
Manoel Urbano,1200344,2021-09-26,202139,9581,9459,False,False,907,9466.65275,2021-09-26,0.0154,14,502,city,AC,0,0
Marechal Thaumaturgo,1200351,2021-09-26,202139,19299,18867,False,False,1358,7036.63402,2021-09-26,0.0088,12,503,city,AC,0,0
Mâncio Lima,1200336,2021-09-26,202139,19311,18977,False,False,2994,15504.11682,2021-09-26,0.0107,32,516,city,AC,0,0
Plácido de Castro,1200385,2021-09-26,202139,19955,19761,False,False,1788,8960.16036,2021-09-26,0.0112,20,539,city,AC,0,0
Porto Acre,1200807,2021-09-26,202139,18824,18504,False,False,1550,8234.16915,2021-09-26,0.0245,38,547,city,AC,0,0
Porto Walter,1200393,2021-09-26,202139,12241,11982,False,False,551,4501.26624,2021-09-26,0.0109,6,502,city,AC,0,0
Rio Branco,1200401,2021-09-26,202139,413418,407319,False,False,38106,9217.30549,2021-09-26,0.0285,1086,559,city,AC,0,0
Rodrigues Alves,1200427,2021-09-26,202139,19351,18930,False,False,1015,5245.20697,2021-09-26,0.0128,13,503,city,AC,0,0
Santa Rosa do Purus,1200435,2021-09-26,202139,6717,6540,False,False,1014,15096.02501,2021-09-26,0.0069,7,507,city,AC,0,0
Sena Madureira,1200500,2021-09-26,202139,46511,45848,False,False,5871,12622.82041,2021-09-26,0.014,82,511,city,AC,0,0
Senador Guiomard,1200450,2021-09-26,202139,23236,23024,False,False,1201,5168.70374,2021-09-26,0.035,42,526,city,AC,0,0
Tarauacá,1200609,2021-09-26,202139,43151,42567,False,False,6589,15269.63454,2021-09-26,0.0071,47,513,city,AC,0,0
Xapuri,1200708,2021-09-26,202139,19596,19323,False,False,3031,15467.44234,2021-09-26,0.0102,31,516,city,AC,0,0
Acrelândia,1200013,2021-09-27,202139,15490,15256,False,False,1796,11594.57715,2021-09-27,0.0206,37,548,city,AC,0,0
Assis Brasil,1200054,2021-09-27,202139,7534,7417,False,False,1829,24276.61269,2021-09-27,0.0131,24,515,city,AC,0,0
Brasiléia,1200104,2021-09-27,202139,26702,26278,False,False,2998,11227.6234,2021-09-27,0.0143,43,507,city,AC,0,0
Bujari,1200138,2021-09-27,202139,10420,10266,False,False,1139,10930.90211,2021-09-27,0.0149,17,538,city,AC,0,0
Capixaba,1200179,2021-09-27,202139,12008,11733,False,False,675,5621.2525,2021-09-27,0.0252,17,508,city,AC,0,0
Cruzeiro do Sul,1200203,2021-09-27,202139,89072,88376,False,False,7900,8869.22939,2021-09-27,0.0211,167,533,city,AC,0,0
Epitaciolândia,1200252,2021-09-27,202139,18696,18411,False,False,1582,8461.70304,2021-09-27,0.0228,36,509,city,AC,0,0
Feijó,1200302,2021-09-27,202139,34884,34780,False,False,3338,9568.85678,2021-09-27,0.0189,63,514,city,AC,0,0
Jordão,1200328,2021-09-27,202139,8473,8317,False,False,706,8332.34982,2021-09-27,0.0028,2,498,city,AC,0,0
Manoel Urbano,1200344,2021-09-27,202139,9581,9459,False,False,907,9466.65275,2021-09-27,0.0154,14,503,city,AC,0,0
Marechal Thaumaturgo,1200351,2021-09-27,202139,19299,18867,False,False,1358,7036.63402,2021-09-27,0.0088,12,504,city,AC,0,0
Mâncio Lima,1200336,2021-09-27,202139,19311,18977,False,False,2994,15504.11682,2021-09-27,0.0107,32,517,city,AC,0,0
Plácido de Castro,1200385,2021-09-27,202139,19955,19761,False,False,1788,8960.16036,2021-09-27,0.0112,20,540,city,AC,0,0
Porto Acre,1200807,2021-09-27,202139,18824,18504,False,False,1550,8234.16915,2021-09-27,0.0245,38,548,city,AC,0,0
Porto Walter,1200393,2021-09-27,202139,12241,11982,False,False,551,4501.26624,2021-09-27,0.0109,6,503,city,AC,0,0
Rio Branco,1200401,2021-09-27,202139,413418,407319,False,False,38107,9217.54737,2021-09-27,0.0285,1086,560,city,AC,1,0
Rodrigues Alves,1200427,2021-09-27,202139,19351,18930,False,False,1015,5245.20697,2021-09-27,0.0128,13,504,city,AC,0,0
Santa Rosa do Purus,1200435,2021-09-27,202139,6717,6540,False,False,1014,15096.02501,2021-09-27,0.0069,7,508,city,AC,0,0
Sena Madureira,1200500,2021-09-27,202139,46511,45848,False,False,5871,12622.82041,2021-09-27,0.014,82,512,city,AC,0,0
Senador Guiomard,1200450,2021-09-27,202139,23236,23024,False,False,1201,5168.70374,2021-09-27,0.035,42,527,city,AC,0,0
Tarauacá,1200609,2021-09-27,202139,43151,42567,False,False,6589,15269.63454,2021-09-27,0.0071,47,514,city,AC,0,0
Xapuri,1200708,2021-09-27,202139,19596,19323,False,False,3031,15467.44234,2021-09-27,0.0102,31,517,city,AC,0,0
Acrelândia,1200013,2021-09-28,202139,15490,15256,False,False,1796,11594.57715,2021-09-28,0.0206,37,549,city,AC,0,0
Assis Brasil,1200054,2021-09-28,202139,7534,7417,False,False,1829,24276.61269,2021-09-28,0.0131,24,516,city,AC,0,0
Brasiléia,1200104,2021-09-28,202139,26702,26278,False,False,2999,11231.36844,2021-09-28,0.0147,44,508,city,AC,1,1
Bujari,1200138,2021-09-28,202139,10420,10266,False,False,1139,10930.90211,2021-09-28,0.0149,17,539,city,AC,0,0
Capixaba,1200179,2021-09-28,202139,12008,11733,False,False,675,5621.2525,2021-09-28,0.0252,17,509,city,AC,0,0
Cruzeiro do Sul,1200203,2021-09-28,202139,89072,88376,False,False,7900,8869.22939,2021-09-28,0.0211,167,534,city,AC,0,0
Epitaciolândia,1200252,2021-09-28,202139,18696,18411,False,False,1582,8461.70304,2021-09-28,0.0228,36,510,city,AC,0,0
Feijó,1200302,2021-09-28,202139,34884,34780,False,False,3338,9568.85678,2021-09-28,0.0189,63,515,city,AC,0,0
Jordão,1200328,2021-09-28,202139,8473,8317,False,False,706,8332.34982,2021-09-28,0.0028,2,499,city,AC,0,0
Manoel Urbano,1200344,2021-09-28,202139,9581,9459,False,False,907,9466.65275,2021-09-28,0.0154,14,504,city,AC,0,0
Marechal Thaumaturgo,1200351,2021-09-28,202139,19299,18867,False,False,1358,7036.63402,2021-09-28,0.0088,12,505,city,AC,0,0
Mâncio Lima,1200336,2021-09-28,202139,19311,18977,False,False,2994,15504.11682,2021-09-28,0.0107,32,518,city,AC,0,0
Plácido de Castro,1200385,2021-09-28,202139,19955,19761,False,False,1788,8960.16036,2021-09-28,0.0112,20,541,city,AC,0,0
Porto Acre,1200807,2021-09-28,202139,18824,18504,False,False,1550,8234.16915,2021-09-28,0.0245,38,549,city,AC,0,0
Porto Walter,1200393,2021-09-28,202139,12241,11982,False,False,551,4501.26624,2021-09-28,0.0109,6,504,city,AC,0,0
Rio Branco,1200401,2021-09-28,202139,413418,407319,False,False,38107,9217.54737,2021-09-28,0.0285,1086,561,city,AC,0,0
Rodrigues Alves,1200427,2021-09-28,202139,19351,18930,False,False,1015,5245.20697,2021-09-28,0.0128,13,505,city,AC,0,0
Santa Rosa do Purus,1200435,2021-09-28,202139,6717,6540,False,False,1014,15096.02501,2021-09-28,0.0069,7,509,city,AC,0,0
Sena Madureira,1200500,2021-09-28,202139,46511,45848,False,False,5871,12622.82041,2021-09-28,0.014,82,513,city,AC,0,0
Senador Guiomard,1200450,2021-09-28,202139,23236,23024,False,False,1201,5168.70374,2021-09-28,0.035,42,528,city,AC,0,0
Tarauacá,1200609,2021-09-28,202139,43151,42567,False,False,6589,15269.63454,2021-09-28,0.0071,47,515,city,AC,0,0
Xapuri,1200708,2021-09-28,202139,19596,19323,False,False,3031,15467.44234,2021-09-28,0.0102,31,518,city,AC,0,0
Acrelândia,1200013,2021-09-29,202139,15490,15256,False,False,1796,11594.57715,2021-09-29,0.0206,37,550,city,AC,0,0
Assis Brasil,1200054,2021-09-29,202139,7534,7417,False,False,1827,24250.06637,2021-09-29,0.0131,24,517,city,AC,-2,0
Brasiléia,1200104,2021-09-29,202139,26702,26278,False,False,2999,11231.36844,2021-09-29,0.0147,44,509,city,AC,0,0
Bujari,1200138,2021-09-29,202139,10420,10266,False,False,1139,10930.90211,2021-09-29,0.0149,17,540,city,AC,0,0
Capixaba,1200179,2021-09-29,202139,12008,11733,False,False,674,5612.92472,2021-09-29,0.0252,17,510,city,AC,-1,0
Cruzeiro do Sul,1200203,2021-09-29,202139,89072,88376,False,False,7896,8864.73864,2021-09-29,0.0211,167,535,city,AC,-4,0
Epitaciolândia,1200252,2021-09-29,202139,18696,18411,False,False,1581,8456.3543,2021-09-29,0.0228,36,511,city,AC,-1,0
Feijó,1200302,2021-09-29,202139,34884,34780,False,False,3338,9568.85678,2021-09-29,0.0189,63,516,city,AC,0,0
Jordão,1200328,2021-09-29,202139,8473,8317,False,False,706,8332.34982,2021-09-29,0.0028,2,500,city,AC,0,0
Manoel Urbano,1200344,2021-09-29,202139,9581,9459,False,False,907,9466.65275,2021-09-29,0.0154,14,505,city,AC,0,0
Marechal Thaumaturgo,1200351,2021-09-29,202139,19299,18867,False,False,1357,7031.45241,2021-09-29,0.0088,12,506,city,AC,-1,0
Mâncio Lima,1200336,2021-09-29,202139,19311,18977,False,False,2992,15493.76003,2021-09-29,0.0107,32,519,city,AC,-2,0
Plácido de Castro,1200385,2021-09-29,202139,19955,19761,False,False,1788,8960.16036,2021-09-29,0.0112,20,542,city,AC,0,0
Porto Acre,1200807,2021-09-29,202139,18824,18504,False,False,1550,8234.16915,2021-09-29,0.0245,38,550,city,AC,0,0
Porto Walter,1200393,2021-09-29,202139,12241,11982,False,False,551,4501.26624,2021-09-29,0.0109,6,505,city,AC,0,0
Rio Branco,1200401,2021-09-29,202139,413418,407319,False,False,38105,9217.0636,2021-09-29,0.0285,1086,562,city,AC,-2,0
Rodrigues Alves,1200427,2021-09-29,202139,19351,18930,False,False,1014,5240.03927,2021-09-29,0.0128,13,506,city,AC,-1,0
Santa Rosa do Purus,1200435,2021-09-29,202139,6717,6540,False,False,1014,15096.02501,2021-09-29,0.0069,7,510,city,AC,0,0
Sena Madureira,1200500,2021-09-29,202139,46511,45848,False,False,5871,12622.82041,2021-09-29,0.014,82,514,city,AC,0,0
Senador Guiomard,1200450,2021-09-29,202139,23236,23024,False,False,1201,5168.70374,2021-09-29,0.035,42,529,city,AC,0,0
Tarauacá,1200609,2021-09-29,202139,43151,42567,False,False,6587,15264.99965,2021-09-29,0.0071,47,516,city,AC,-2,0
Xapuri,1200708,2021-09-29,202139,19596,19323,False,False,3030,15462.33925,2021-09-29,0.0102,31,519,city,AC,-1,0
Acrelândia,1200013,2021-09-30,202139,15490,15256,False,False,1796,11594.57715,2021-09-30,0.0206,37,551,city,AC,0,0
Assis Brasil,1200054,2021-09-30,202139,7534,7417,False,False,1827,24250.06637,2021-09-30,0.0131,24,518,city,AC,0,0
Brasiléia,1200104,2021-09-30,202139,26702,26278,False,False,2999,11231.36844,2021-09-30,0.0147,44,510,city,AC,0,0
Bujari,1200138,2021-09-30,202139,10420,10266,False,False,1139,10930.90211,2021-09-30,0.0149,17,541,city,AC,0,0
Capixaba,1200179,2021-09-30,202139,12008,11733,False,False,674,5612.92472,2021-09-30,0.0252,17,511,city,AC,0,0
Cruzeiro do Sul,1200203,2021-09-30,202139,89072,88376,False,False,7896,8864.73864,2021-09-30,0.0211,167,536,city,AC,0,0
Epitaciolândia,1200252,2021-09-30,202139,18696,18411,False,False,1581,8456.3543,2021-09-30,0.0228,36,512,city,AC,0,0
Feijó,1200302,2021-09-30,202139,34884,34780,False,False,3338,9568.85678,2021-09-30,0.0189,63,517,city,AC,0,0
Jordão,1200328,2021-09-30,202139,8473,8317,False,False,706,8332.34982,2021-09-30,0.0028,2,501,city,AC,0,0
Manoel Urbano,1200344,2021-09-30,202139,9581,9459,False,False,907,9466.65275,2021-09-30,0.0154,14,506,city,AC,0,0
Marechal Thaumaturgo,1200351,2021-09-30,202139,19299,18867,False,False,1357,7031.45241,2021-09-30,0.0088,12,507,city,AC,0,0
Mâncio Lima,1200336,2021-09-30,202139,19311,18977,False,False,2992,15493.76003,2021-09-30,0.0107,32,520,city,AC,0,0
Plácido de Castro,1200385,2021-09-30,202139,19955,19761,False,False,1788,8960.16036,2021-09-30,0.0112,20,543,city,AC,0,0
Porto Acre,1200807,2021-09-30,202139,18824,18504,False,False,1550,8234.16915,2021-09-30,0.0245,38,551,city,AC,0,0
Porto Walter,1200393,2021-09-30,202139,12241,11982,False,False,551,4501.26624,2021-09-30,0.0109,6,506,city,AC,0,0
Rio Branco,1200401,2021-09-30,202139,413418,407319,False,False,38105,9217.0636,2021-09-30,0.0285,1087,563,city,AC,0,1
Rodrigues Alves,1200427,2021-09-30,202139,19351,18930,False,False,1014,5240.03927,2021-09-30,0.0128,13,507,city,AC,0,0
Santa Rosa do Purus,1200435,2021-09-30,202139,6717,6540,False,False,1014,15096.02501,2021-09-30,0.0069,7,511,city,AC,0,0
Sena Madureira,1200500,2021-09-30,202139,46511,45848,False,False,5872,12624.97044,2021-09-30,0.014,82,515,city,AC,1,0
Senador Guiomard,1200450,2021-09-30,202139,23236,23024,False,False,1201,5168.70374,2021-09-30,0.035,42,530,city,AC,0,0
Tarauacá,1200609,2021-09-30,202139,43151,42567,False,False,6587,15264.99965,2021-09-30,0.0071,47,517,city,AC,0,0
Xapuri,1200708,2021-09-30,202139,19596,19323,False,False,3030,15462.33925,2021-09-30,0.0102,31,520,city,AC,0,0
Acrelândia,1200013,2021-10-01,202139,15490,15256,False,False,1796,11594.57715,2021-10-01,0.0206,37,552,city,AC,0,0
Assis Brasil,1200054,2021-10-01,202139,7534,7417,False,False,1827,24250.06637,2021-10-01,0.0131,24,519,city,AC,0,0
Brasiléia,1200104,2021-10-01,202139,26702,26278,False,False,2999,11231.36844,2021-10-01,0.0147,44,511,city,AC,0,0
Bujari,1200138,2021-10-01,202139,10420,10266,False,False,1139,10930.90211,2021-10-01,0.0149,17,542,city,AC,0,0
Capixaba,1200179,2021-10-01,202139,12008,11733,False,False,674,5612.92472,2021-10-01,0.0252,17,512,city,AC,0,0
Cruzeiro do Sul,1200203,2021-10-01,202139,89072,88376,False,False,7896,8864.73864,2021-10-01,0.0211,167,537,city,AC,0,0
Epitaciolândia,1200252,2021-10-01,202139,18696,18411,False,False,1581,8456.3543,2021-10-01,0.0228,36,513,city,AC,0,0
Feijó,1200302,2021-10-01,202139,34884,34780,False,False,3338,9568.85678,2021-10-01,0.0189,63,518,city,AC,0,0
Jordão,1200328,2021-10-01,202139,8473,8317,False,False,706,8332.34982,2021-10-01,0.0028,2,502,city,AC,0,0
Manoel Urbano,1200344,2021-10-01,202139,9581,9459,False,False,907,9466.65275,2021-10-01,0.0154,14,507,city,AC,0,0
Marechal Thaumaturgo,1200351,2021-10-01,202139,19299,18867,False,False,1357,7031.45241,2021-10-01,0.0088,12,508,city,AC,0,0
Mâncio Lima,1200336,2021-10-01,202139,19311,18977,False,False,2992,15493.76003,2021-10-01,0.0107,32,521,city,AC,0,0
Plácido de Castro,1200385,2021-10-01,202139,19955,19761,False,False,1788,8960.16036,2021-10-01,0.0112,20,544,city,AC,0,0
Porto Acre,1200807,2021-10-01,202139,18824,18504,False,False,1550,8234.16915,2021-10-01,0.0245,38,552,city,AC,0,0
Porto Walter,1200393,2021-10-01,202139,12241,11982,False,False,551,4501.26624,2021-10-01,0.0109,6,507,city,AC,0,0
Rio Branco,1200401,2021-10-01,202139,413418,407319,False,False,38106,9217.30549,2021-10-01,0.0285,1087,564,city,AC,1,0
Rodrigues Alves,1200427,2021-10-01,202139,19351,18930,False,False,1014,5240.03927,2021-10-01,0.0128,13,508,city,AC,0,0
Santa Rosa do Purus,1200435,2021-10-01,202139,6717,6540,False,False,1014,15096.02501,2021-10-01,0.0069,7,512,city,AC,0,0
Sena Madureira,1200500,2021-10-01,202139,46511,45848,False,False,5872,12624.97044,2021-10-01,0.014,82,516,city,AC,0,0
Senador Guiomard,1200450,2021-10-01,202139,23236,23024,False,False,1201,5168.70374,2021-10-01,0.035,42,531,city,AC,0,0
Tarauacá,1200609,2021-10-01,202139,43151,42567,False,False,6587,15264.99965,2021-10-01,0.0071,47,518,city,AC,0,0
Xapuri,1200708,2021-10-01,202139,19596,19323,False,False,3030,15462.33925,2021-10-01,0.0102,31,521,city,AC,0,0
Acrelândia,1200013,2021-10-02,202139,15490,15256,False,False,1796,11594.57715,2021-10-02,0.0206,37,553,city,AC,0,0
Assis Brasil,1200054,2021-10-02,202139,7534,7417,False,False,1827,24250.06637,2021-10-02,0.0131,24,520,city,AC,0,0
Brasiléia,1200104,2021-10-02,202139,26702,26278,False,False,2999,11231.36844,2021-10-02,0.0147,44,512,city,AC,0,0
Bujari,1200138,2021-10-02,202139,10420,10266,False,False,1139,10930.90211,2021-10-02,0.0149,17,543,city,AC,0,0
Capixaba,1200179,2021-10-02,202139,12008,11733,False,False,674,5612.92472,2021-10-02,0.0252,17,513,city,AC,0,0
Cruzeiro do Sul,1200203,2021-10-02,202139,89072,88376,False,False,7896,8864.73864,2021-10-02,0.0211,167,538,city,AC,0,0
Epitaciolândia,1200252,2021-10-02,202139,18696,18411,False,False,1581,8456.3543,2021-10-02,0.0228,36,514,city,AC,0,0
Feijó,1200302,2021-10-02,202139,34884,34780,False,False,3338,9568.85678,2021-10-02,0.0189,63,519,city,AC,0,0
Jordão,1200328,2021-10-02,202139,8473,8317,False,False,706,8332.34982,2021-10-02,0.0028,2,503,city,AC,0,0
Manoel Urbano,1200344,2021-10-02,202139,9581,9459,False,False,907,9466.65275,2021-10-02,0.0154,14,508,city,AC,0,0
Marechal Thaumaturgo,1200351,2021-10-02,202139,19299,18867,False,False,1357,7031.45241,2021-10-02,0.0088,12,509,city,AC,0,0
Mâncio Lima,1200336,2021-10-02,202139,19311,18977,False,False,2992,15493.76003,2021-10-02,0.0107,32,522,city,AC,0,0
Plácido de Castro,1200385,2021-10-02,202139,19955,19761,False,False,1788,8960.16036,2021-10-02,0.0112,20,545,city,AC,0,0
Porto Acre,1200807,2021-10-02,202139,18824,18504,False,False,1550,8234.16915,2021-10-02,0.0245,38,553,city,AC,0,0
Porto Walter,1200393,2021-10-02,202139,12241,11982,False,False,551,4501.26624,2021-10-02,0.0109,6,508,city,AC,0,0
Rio Branco,1200401,2021-10-02,202139,413418,407319,False,False,38107,9217.54737,2021-10-02,0.0285,1087,565,city,AC,1,0
Rodrigues Alves,1200427,2021-10-02,202139,19351,18930,False,False,1014,5240.03927,2021-10-02,0.0128,13,509,city,AC,0,0
Santa Rosa do Purus,1200435,2021-10-02,202139,6717,6540,False,False,1014,15096.02501,2021-10-02,0.0069,7,513,city,AC,0,0
Sena Madureira,1200500,2021-10-02,202139,46511,45848,False,False,5872,12624.97044,2021-10-02,0.014,82,517,city,AC,0,0
Senador Guiomard,1200450,2021-10-02,202139,23236,23024,False,False,1201,5168.70374,2021-10-02,0.035,42,532,city,AC,0,0
Tarauacá,1200609,2021-10-02,202139,43151,42567,False,False,6587,15264.99965,2021-10-02,0.0071,47,519,city,AC,0,0
Xapuri,1200708,2021-10-02,202139,19596,19323,False,False,3030,15462.33925,2021-10-02,0.0102,31,522,city,AC,0,0
Acrelândia,1200013,2021-10-03,202140,15490,15256,False,False,1796,11594.57715,2021-10-03,0.0206,37,554,city,AC,0,0
Assis Brasil,1200054,2021-10-03,202140,7534,7417,False,False,1827,24250.06637,2021-10-03,0.0131,24,521,city,AC,0,0
Brasiléia,1200104,2021-10-03,202140,26702,26278,False,False,2999,11231.36844,2021-10-03,0.0147,44,513,city,AC,0,0
Bujari,1200138,2021-10-03,202140,10420,10266,False,False,1139,10930.90211,2021-10-03,0.0149,17,544,city,AC,0,0
Capixaba,1200179,2021-10-03,202140,12008,11733,False,False,674,5612.92472,2021-10-03,0.0252,17,514,city,AC,0,0
Cruzeiro do Sul,1200203,2021-10-03,202140,89072,88376,False,False,7896,8864.73864,2021-10-03,0.0211,167,539,city,AC,0,0
Epitaciolândia,1200252,2021-10-03,202140,18696,18411,False,False,1581,8456.3543,2021-10-03,0.0228,36,515,city,AC,0,0
Feijó,1200302,2021-10-03,202140,34884,34780,False,False,3338,9568.85678,2021-10-03,0.0189,63,520,city,AC,0,0
Jordão,1200328,2021-10-03,202140,8473,8317,False,False,706,8332.34982,2021-10-03,0.0028,2,504,city,AC,0,0
Manoel Urbano,1200344,2021-10-03,202140,9581,9459,False,False,907,9466.65275,2021-10-03,0.0154,14,509,city,AC,0,0
Marechal Thaumaturgo,1200351,2021-10-03,202140,19299,18867,False,False,1357,7031.45241,2021-10-03,0.0088,12,510,city,AC,0,0
Mâncio Lima,1200336,2021-10-03,202140,19311,18977,False,False,2992,15493.76003,2021-10-03,0.0107,32,523,city,AC,0,0
Plácido de Castro,1200385,2021-10-03,202140,19955,19761,False,False,1788,8960.16036,2021-10-03,0.0112,20,546,city,AC,0,0
Porto Acre,1200807,2021-10-03,202140,18824,18504,False,False,1550,8234.16915,2021-10-03,0.0245,38,554,city,AC,0,0
Porto Walter,1200393,2021-10-03,202140,12241,11982,False,False,551,4501.26624,2021-10-03,0.0109,6,509,city,AC,0,0
Rio Branco,1200401,2021-10-03,202140,413418,407319,False,False,38107,9217.54737,2021-10-03,0.0285,1087,566,city,AC,0,0
Rodrigues Alves,1200427,2021-10-03,202140,19351,18930,False,False,1014,5240.03927,2021-10-03,0.0128,13,510,city,AC,0,0
Santa Rosa do Purus,1200435,2021-10-03,202140,6717,6540,False,False,1014,15096.02501,2021-10-03,0.0069,7,514,city,AC,0,0
Sena Madureira,1200500,2021-10-03,202140,46511,45848,False,False,5872,12624.97044,2021-10-03,0.014,82,518,city,AC,0,0
Senador Guiomard,1200450,2021-10-03,202140,23236,23024,False,False,1201,5168.70374,2021-10-03,0.035,42,533,city,AC,0,0
Tarauacá,1200609,2021-10-03,202140,43151,42567,False,False,6587,15264.99965,2021-10-03,0.0071,47,520,city,AC,0,0
Xapuri,1200708,2021-10-03,202140,19596,19323,False,False,3030,15462.33925,2021-10-03,0.0102,31,523,city,AC,0,0
Acrelândia,1200013,2021-10-04,202140,15490,15256,False,False,1796,11594.57715,2021-10-04,0.0206,37,555,city,AC,0,0
Assis Brasil,1200054,2021-10-04,202140,7534,7417,False,False,1827,24250.06637,2021-10-04,0.0131,24,522,city,AC,0,0
Brasiléia,1200104,2021-10-04,202140,26702,26278,False,False,2999,11231.36844,2021-10-04,0.0147,44,514,city,AC,0,0
Bujari,1200138,2021-10-04,202140,10420,10266,False,False,1139,10930.90211,2021-10-04,0.0149,17,545,city,AC,0,0
Capixaba,1200179,2021-10-04,202140,12008,11733,False,False,674,5612.92472,2021-10-04,0.0252,17,515,city,AC,0,0
Cruzeiro do Sul,1200203,2021-10-04,202140,89072,88376,False,False,7896,8864.73864,2021-10-04,0.0211,167,540,city,AC,0,0
Epitaciolândia,1200252,2021-10-04,202140,18696,18411,False,False,1581,8456.3543,2021-10-04,0.0228,36,516,city,AC,0,0
Feijó,1200302,2021-10-04,202140,34884,34780,False,False,3338,9568.85678,2021-10-04,0.0189,63,521,city,AC,0,0
Jordão,1200328,2021-10-04,202140,8473,8317,False,False,706,8332.34982,2021-10-04,0.0028,2,505,city,AC,0,0
Manoel Urbano,1200344,2021-10-04,202140,9581,9459,False,False,907,9466.65275,2021-10-04,0.0154,14,510,city,AC,0,0
Marechal Thaumaturgo,1200351,2021-10-04,202140,19299,18867,False,False,1357,7031.45241,2021-10-04,0.0088,12,511,city,AC,0,0
Mâncio Lima,1200336,2021-10-04,202140,19311,18977,False,False,2992,15493.76003,2021-10-04,0.0107,32,524,city,AC,0,0
Plácido de Castro,1200385,2021-10-04,202140,19955,19761,False,False,1788,8960.16036,2021-10-04,0.0112,20,547,city,AC,0,0
Porto Acre,1200807,2021-10-04,202140,18824,18504,False,False,1550,8234.16915,2021-10-04,0.0245,38,555,city,AC,0,0
Porto Walter,1200393,2021-10-04,202140,12241,11982,False,False,551,4501.26624,2021-10-04,0.0109,6,510,city,AC,0,0
Rio Branco,1200401,2021-10-04,202140,413418,407319,False,False,38111,9218.51492,2021-10-04,0.0285,1087,567,city,AC,4,0
Rodrigues Alves,1200427,2021-10-04,202140,19351,18930,False,False,1014,5240.03927,2021-10-04,0.0128,13,511,city,AC,0,0
Santa Rosa do Purus,1200435,2021-10-04,202140,6717,6540,False,False,1014,15096.02501,2021-10-04,0.0069,7,515,city,AC,0,0
Sena Madureira,1200500,2021-10-04,202140,46511,45848,False,False,5872,12624.97044,2021-10-04,0.014,82,519,city,AC,0,0
Senador Guiomard,1200450,2021-10-04,202140,23236,23024,False,False,1201,5168.70374,2021-10-04,0.035,42,534,city,AC,0,0
Tarauacá,1200609,2021-10-04,202140,43151,42567,False,False,6587,15264.99965,2021-10-04,0.0071,47,521,city,AC,0,0
Xapuri,1200708,2021-10-04,202140,19596,19323,False,False,3030,15462.33925,2021-10-04,0.0102,31,524,city,AC,0,0
Acrelândia,1200013,2021-10-05,202140,15490,15256,False,False,1796,11594.57715,2021-10-05,0.0206,37,556,city,AC,0,0
Assis Brasil,1200054,2021-10-05,202140,7534,7417,False,False,1827,24250.06637,2021-10-05,0.0131,24,523,city,AC,0,0
Brasiléia,1200104,2021-10-05,202140,26702,26278,False,False,2999,11231.36844,2021-10-05,0.0147,44,515,city,AC,0,0
Bujari,1200138,2021-10-05,202140,10420,10266,False,False,1139,10930.90211,2021-10-05,0.0149,17,546,city,AC,0,0
Capixaba,1200179,2021-10-05,202140,12008,11733,False,False,674,5612.92472,2021-10-05,0.0252,17,516,city,AC,0,0
Cruzeiro do Sul,1200203,2021-10-05,202140,89072,88376,False,False,7896,8864.73864,2021-10-05,0.0211,167,541,city,AC,0,0
Epitaciolândia,1200252,2021-10-05,202140,18696,18411,False,False,1581,8456.3543,2021-10-05,0.0228,36,517,city,AC,0,0
Feijó,1200302,2021-10-05,202140,34884,34780,False,False,3338,9568.85678,2021-10-05,0.0189,63,522,city,AC,0,0
Jordão,1200328,2021-10-05,202140,8473,8317,False,False,706,8332.34982,2021-10-05,0.0028,2,506,city,AC,0,0
Manoel Urbano,1200344,2021-10-05,202140,9581,9459,False,False,907,9466.65275,2021-10-05,0.0154,14,511,city,AC,0,0
Marechal Thaumaturgo,1200351,2021-10-05,202140,19299,18867,False,False,1358,7036.63402,2021-10-05,0.0096,13,512,city,AC,1,1
Mâncio Lima,1200336,2021-10-05,202140,19311,18977,False,False,2992,15493.76003,2021-10-05,0.0107,32,525,city,AC,0,0
Plácido de Castro,1200385,2021-10-05,202140,19955,19761,False,False,1788,8960.16036,2021-10-05,0.0112,20,548,city,AC,0,0
Porto Acre,1200807,2021-10-05,202140,18824,18504,False,False,1550,8234.16915,2021-10-05,0.0245,38,556,city,AC,0,0
Porto Walter,1200393,2021-10-05,202140,12241,11982,False,False,551,4501.26624,2021-10-05,0.0109,6,511,city,AC,0,0
Rio Branco,1200401,2021-10-05,202140,413418,407319,False,False,38111,9218.51492,2021-10-05,0.0285,1087,568,city,AC,0,0
